"","X","�..GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","MONTH","DAY","YEAR","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS"
"1199",113212,"URN:CornellLabOfOrnithology:EBIRD:OBS875985010","3/8/2020 21:27",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","C ","C3","","United States","US","New York","US-NY","Tompkins","US-NY-109","",13,"","42076D4NW","Ithaca Tompkins Airport--Snyder Rd.","L763841","H",42.4976053,-76.4600587,3,8,2020,"18:52:00","obsr869133","S65595832","Traveling","P22","EBIRD_ATL_NY",46,0.531,NA,14,1,"G5066818",0,1,0,NA,"51Â°-Mostly clear-Winds 0-7 SW-Humidity 30%-Dew point 21Â°-Pressure 30.3""","Probably 4 to 5"
"1200",111828,"URN:CornellLabOfOrnithology:EBIRD:OBS769663623","6/1/2019 19:38",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","New York","US-NY","Wayne","US-NY-117","US-NY_1726",13,"","","Montezuma (NMWMA)--Carncross Rd.","L99688","H",43.0787739,-76.7080184,4,22,2019,"18:54:00","obsr213394","S56977581","Traveling","P22","EBIRD",100,0.402,NA,1,1,"",0,1,0,NA,"","started peenting at 817"
"1201",129006,"URN:CornellLabOfOrnithology:EBIRD:OBS317763423","5/9/2015 19:21",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","Ohio","US-OH","Ottawa","US-OH-123","US-OH_2044",22,"USFWS_147","","Black Swamp Bird Observatory and Trails","L740302","H",41.6051585,-83.1933045,5,8,2015,"20:00:00","obsr298907","S23338424","Traveling","P22","EBIRD",86,0.161,NA,10,1,"",0,1,0,NA,"Black Swamp Bird Observatory woodcock walk. <br />Submitted from BirdLog NA for iOS, version 1.8","Watched flight display at Black Swamp Bird Observatory."
"1202",111428,"URN:CornellLabOfOrnithology:EBIRD:OBS731452537","3/30/2019 20:49",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","New York","US-NY","Albany","US-NY-001","",13,"","","20â€“58 Meeting House Rd, Albany US-NY (42.7397,-73.8119)","L8945384","P",42.739655,-73.811874,3,30,2019,"19:39:00","obsr164046","S54388706","Stationary","P21","EBIRD",8,NA,NA,2,1,"G3996076",0,1,0,NA,"","Several display flights overhead."
"1203",228806,"URN:CornellLabOfOrnithology:EBIRD:OBS631097408","8/7/2018 3:24",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","C ","C3","","United States","US","Wisconsin","US-WI","Clark","US-WI-019","",23,"","4409058CE","Square Road","L7455627","P",44.5780435,-90.8798075,6,11,2018,"5:15:00","obsr89326","S46550978","Traveling - Property Specific","P64","EBIRD_ATL_WI",240,4.023,NA,1,1,"",0,1,0,NA,"Walked the road","A male did his sky dance very close to the start of the day light survey"
"1204",104449,"URN:CornellLabOfOrnithology:EBIRD:OBS308557778","10/25/2019 16:17",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","New York","US-NY","St. Lawrence","US-NY-089","",13,"","","Dekalb: East Dekalb Road_1","L3549418","P",44.4667551,-75.2540463,4,8,2015,"5:51:00","obsr60015","S22761647","Stationary","P21","EBIRD",2,NA,NA,1,1,"",0,1,0,NA,"","Peenting males"
"1205",115787,"URN:CornellLabOfOrnithology:EBIRD:OBS965226674","8/7/2020 13:12",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Broome","US-NY-007","US-NY_785",28,"","42075D8SW","Upper Lisle County Park","L212514","H",42.3970664,-75.9642321,8,7,2020,"8:52:00","obsr88692","S72188391","Traveling","P22","EBIRD_ATL_NY",168,4.007,NA,1,1,"",0,1,0,NA,"","On side of truck road foraging in mud"
"1206",75142,"URN:CornellLabOfOrnithology:EBIRD:OBS611916221","8/5/2018 17:39",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Minnesota","US-MN","Clay","US-MN-027","US-MN_2903",11,"","","Bluestem Lek Area","L7352924","P",46.8412897,-96.4724064,5,5,2018,"18:52:00","obsr109906","S45340121","Stationary","P21","EBIRD",70,NA,NA,2,1,"",0,1,0,NA,"Birding from a chicken blind",""
"1207",138216,"URN:CornellLabOfOrnithology:EBIRD:OBS733651769","4/4/2019 18:01",5920,"species","American Woodcock","Scolopax minor",NA,NA,"5","","","","United States","US","Ohio","US-OH","Greene","US-OH-057","",22,"","","Oakes Quarry Park","L958598","H",39.814338,-83.9908218,3,25,2019,"18:32:00","obsr1249098","S54558091","Traveling","P22","EBIRD",135,2.414,NA,12,1,"G3981901",0,1,0,NA,"",""
"1208",229616,"URN:CornellLabOfOrnithology:EBIRD:OBS739399679","4/18/2019 14:29",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","C ","C3","","United States","US","Wisconsin","US-WI","Dodge","US-WI-027","",23,"","4308838CE","W10099â€“W9999 W Tamrack Rd, Reeseville US-WI (43.3031,-88.8925)","L9054745","P",43.303097,-88.892539,4,15,2019,"20:12:00","obsr19103","S55006969","Stationary","P21","EBIRD_ATL_WI",15,NA,NA,2,1,"G4049648",0,1,0,NA,"",""
"1209",114125,"URN:CornellLabOfOrnithology:EBIRD:OBS887318719","4/1/2020 21:40",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","C ","C3","","United States","US","New York","US-NY","Albany","US-NY-001","",28,"","42074E2NE","2â€“22 High Point Rd, Berne US-NY 42.58821, -74.17804","L11067667","P",42.588211,-74.178036,4,1,2020,"20:02:00","obsr165884","S66517197","Stationary","P21","EBIRD_ATL_NY",2,NA,NA,1,1,"",0,1,0,NA,"",""
"1210",103197,"URN:CornellLabOfOrnithology:EBIRD:OBS245228863","4/12/2014 20:16",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Monroe","US-NY-055","",13,"","","Mendon Ponds Park--South Meadow Trail","L591205","H",43.0076599,-77.5658798,4,12,2014,"20:02:00","obsr162100","S17862221","Stationary","P21","EBIRD",13,NA,NA,2,1,"",0,1,0,NA,"Submitted from  BirdLog NA for Android v1.9.3",""
"1211",139919,"URN:CornellLabOfOrnithology:EBIRD:OBS878296672","3/14/2020 12:49",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Hocking","US-OH-073","US-OH_2062",28,"","","Wayne National Forest--Kern Rd.","L7253495","H",39.4418937,-82.3332381,3,14,2020,"10:31:00","obsr789071","S65780130","Traveling","P22","EBIRD",125,6.437,NA,1,1,"",0,1,0,NA,"",""
"1212",222514,"URN:CornellLabOfOrnithology:EBIRD:OBS245449124","8/5/2018 13:07",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Dane","US-WI-025","",23,"","","HWY V marsh","L835719","P",43.245953,-89.6052647,4,13,2014,"10:15:00","obsr128178","S17877099","Traveling","P22","EBIRD",20,0.402,NA,1,1,"",0,1,0,NA,"",""
"1213",135020,"URN:CornellLabOfOrnithology:EBIRD:OBS591852216","3/25/2018 20:25",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Cuyahoga","US-OH-035","",13,"","","Beachwood City Park--East","L3693727","H",41.4784897,-81.4939427,3,25,2018,"20:24:00","obsr52553","S43961715","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"",""
"1214",110589,"URN:CornellLabOfOrnithology:EBIRD:OBS662464693","10/2/2018 6:32",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Rensselaer","US-NY-083","",13,"","","Jensis Rd","L998226","P",42.5520845,-73.7279069,10,2,2018,"6:25:00","obsr152906","S48881380","Stationary","P21","EBIRD",4,NA,NA,1,1,"",0,1,0,NA,"Overcast, breezy. One coyote calling. Also heard another flight call, possibly thrush ","Displaying but not peenting "
"1215",104776,"URN:CornellLabOfOrnithology:EBIRD:OBS315117298","5/2/2015 21:44",5920,"species","American Woodcock","Scolopax minor",NA,NA,"6","","","","United States","US","New York","US-NY","Monroe","US-NY-055","",13,"","","Rush Oak Openings Preserve","L122970","H",42.9625,-77.67278,5,2,2015,"19:30:00","obsr374687","S23189029","Traveling","P22","EBIRD",90,0.322,NA,1,1,"",0,1,0,NA,"Cindy Coupal",""
"1216",137017,"URN:CornellLabOfOrnithology:EBIRD:OBS626147351","8/30/2018 5:01",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh (Lucas Co.)","L317582","H",41.6270511,-83.1924882,5,12,2018,"16:40:00","obsr1015062","S46193789","Traveling","P22","EBIRD",158,1.287,NA,7,1,"G3248523",0,1,0,NA,"",""
"1217",227359,"URN:CornellLabOfOrnithology:EBIRD:OBS516731856","8/7/2018 3:14",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","S7","C2","","United States","US","Wisconsin","US-WI","Juneau","US-WI-057","",23,"","4309081NE","Kelly NE - Yellow River Oxbows SNA","L5959832","P",43.9734623,-90.0451884,7,6,2017,"5:30:00","obsr89326","S38003581","Traveling - Property Specific","P64","EBIRD_ATL_WI",460,3.541,NA,1,1,"",0,1,0,NA,"Two walk-in entrances were used, but most of the time was spent sitting at the edge of oxbows observing nesting confirmation activities.","One flushed and it appeared to be an adult."
"1218",74778,"URN:CornellLabOfOrnithology:EBIRD:OBS505370819","8/5/2018 17:14",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Minnesota","US-MN","Clay","US-MN-027","US-MN_2903",11,"","","Bluestem Prairie SNA","L635868","H",46.855253,-96.473875,5,27,2017,"4:50:00","obsr333742","S37197025","Stationary","P21","EBIRD",210,NA,NA,2,1,"G2451068",0,1,0,NA,"",""
"1219",225143,"URN:CornellLabOfOrnithology:EBIRD:OBS398828076","5/6/2016 9:19",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","S ","C2","","United States","US","Wisconsin","US-WI","Bayfield","US-WI-007","",12,"","4609161SW","West of Long Lake (near Washburn)","L4566978","P",46.6610862,-91.0687745,5,5,2016,"20:45:00","obsr19103","S29435790","Traveling - Property Specific","P64","EBIRD_ATL_WI",45,0.805,NA,2,1,"",0,1,0,NA,"",""
"1220",115005,"URN:CornellLabOfOrnithology:EBIRD:OBS919119641","5/30/2020 18:20",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Oswego","US-NY-075","",13,"","43076E4SE","Sunset Bay Park","L250628","H",43.5211406,-76.3839446,5,11,2020,"8:00:00","obsr213394","S68864204","Traveling","P22","EBIRD_ATL_NY",180,0.805,NA,2,1,"G5316304",0,1,0,NA,"",""
"1221",103685,"URN:CornellLabOfOrnithology:EBIRD:OBS264539314","9/8/2020 15:51",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Chautauqua","US-NY-013","",13,"","","College Lodge SUNY","L2220962","H",42.3440743,-79.4279337,7,18,2014,"15:00:00","obsr421447","S19172505","Area","P23","EBIRD",1440,NA,80.9371,4,1,"G960309",0,1,0,NA,"BioBlitz 2014!",""
"1222",70838,"URN:CornellLabOfOrnithology:EBIRD:OBS817501966","10/17/2019 13:56",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Midland","US-MI-111","",12,"","","Ward Farm Wheeler US-MI (43.4770,-84.4063)","L6981598","P",43.47703,-84.406313,10,17,2019,"9:57:00","obsr997076","S60692631","Traveling","P22","EBIRD",155,2.414,NA,2,1,"",0,1,0,NA,"",""
"1223",137214,"URN:CornellLabOfOrnithology:EBIRD:OBS617289184","5/13/2018 18:53",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,13,2018,"10:00:00","obsr788762","S45642510","Traveling","P22","EBIRD",130,0.805,NA,4,1,"",0,1,0,NA,"",""
"1224",67662,"URN:CornellLabOfOrnithology:EBIRD:OBS501747689","5/18/2017 22:41",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Michigan","US-MI","Iosco","US-MI-069","US-MI_2732",12,"","","Bissonette RV ttrailhead, Oscoda","L3639522","P",44.452042,-83.447822,5,18,2017,"21:38:00","obsr114260","S36973695","Stationary","P21","EBIRD",25,NA,NA,1,1,"",0,1,0,NA,"",""
"1225",135240,"URN:CornellLabOfOrnithology:EBIRD:OBS599779790","8/5/2018 14:03",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lake","US-OH-085","",13,"","","Gully Brook Park","L2766902","H",41.6199981,-81.4165771,4,14,2018,"9:31:00","obsr406610","S44560075","Traveling","P22","EBIRD",171,2.816,NA,1,1,"",0,1,0,NA,"Overcast, light breeze, 55 degrees","Flushed in the woods along entrance driveway"
"1226",69622,"URN:CornellLabOfOrnithology:EBIRD:OBS730203222","3/27/2019 21:53",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Grand Traverse","US-MI-055","US-MI_3890",12,"","","mike's","L652889","P",44.6729013,-85.6277052,3,27,2019,"20:28:00","obsr172641","S54293489","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"",""
"1227",75808,"URN:CornellLabOfOrnithology:EBIRD:OBS769933726","6/2/2019 11:04",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Minnesota","US-MN","Hubbard","US-MN-057","",12,"","","Kabekona Lake","L3987211","H",47.1622,-94.7639,5,31,2019,"19:40:00","obsr666587","S56995501","Stationary","P21","EBIRD",10,NA,NA,2,1,"G4244356",0,1,0,NA,"",""
"1228",114179,"URN:CornellLabOfOrnithology:EBIRD:OBS888356561","4/4/2020 5:33",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Ulster","US-NY-111","US-NY_807",28,"USFWS_760","41074F2SW","Shawangunk Grasslands NWR ","L132037","H",41.6341667,-74.2083282,4,3,2020,"18:04:00","obsr909400","S66601424","Traveling","P22","EBIRD_ATL_NY",110,2.094,NA,2,1,"G5147680",0,1,0,NA,"Drizzle to cloudyâ€” many other songbirds unseen ...","Heard â€˜peentsâ€™. No display flight seen"
"1229",66197,"URN:CornellLabOfOrnithology:EBIRD:OBS398544162","5/5/2016 11:40",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Michigan","US-MI","Grand Traverse","US-MI-055","",12,"","","Near 21K Vasa Trail","L1830180","P",44.7231069,-85.4859998,5,3,2016,"","obsr257573","S29418420","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"",""
"1230",135385,"URN:CornellLabOfOrnithology:EBIRD:OBS609076387","5/2/2018 10:37",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","Ohio","US-OH","Franklin","US-OH-049","",22,"","","Sharon Woods Metro Park (Franklin Co.)","L307039","H",40.1141923,-82.9527389,4,30,2018,"21:03:00","obsr170656","S45172103","Stationary","P21","EBIRD",23,NA,NA,3,1,"G3149228",0,1,0,NA,"",""
"1231",131313,"URN:CornellLabOfOrnithology:EBIRD:OBS402072254","5/7/2019 20:00",5920,"species","American Woodcock","Scolopax minor",NA,NA,"X","","","","United States","US","Ohio","US-OH","Ottawa","US-OH-123","US-OH_2044",22,"","","Magee Marsh (Ottawa Co.)","L275517","H",41.6140595,-83.163414,5,13,2016,"7:45:00","obsr344380","S29614552","Traveling","P22","EBIRD",210,4.023,NA,2,1,"",0,1,0,NA,"The Biggest Week",""
"1232",111801,"URN:CornellLabOfOrnithology:EBIRD:OBS741966855","5/2/2019 17:43",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Erie","US-NY-029","",13,"","","Two Mile Creek Greenway, Tonawanda","L4993565","H",42.9967916,-78.9012299,4,20,2019,"16:15:00","obsr489673","S55189346","Traveling","P22","EBIRD",180,9.656,NA,1,1,"",1,1,0,NA,"",""
"1233",136473,"URN:CornellLabOfOrnithology:EBIRD:OBS614579461","5/11/2018 13:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,9,2018,"11:04:00","obsr672954","S45488589","Traveling","P22","EBIRD",60,2.092,NA,3,1,"",0,1,0,NA,"",""
"1234",103695,"URN:CornellLabOfOrnithology:EBIRD:OBS264749791","7/22/2014 17:21",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Warren","US-NY-113","",13,"","","My Home","L2831292","P",43.3061307,-73.6513138,7,21,2014,"17:00:00","obsr499558","S19189133","Traveling","P22","EBIRD",120,32.187,NA,1,1,"",0,1,0,NA,"",""
"1235",75290,"URN:CornellLabOfOrnithology:EBIRD:OBS653869113","5/6/2019 12:18",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Minnesota","US-MN","Ramsey","US-MN-123","",23,"","","UMN St. Paul campus fields","L7889836","P",44.988646,-93.176056,9,3,2018,"8:04:00","obsr1153318","S48266469","Traveling","P22","EBIRD",105,0.966,NA,1,1,"",0,1,0,NA,"",""
"1236",76033,"URN:CornellLabOfOrnithology:EBIRD:OBS883326280","3/24/2020 20:51",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Minnesota","US-MN","Cottonwood","US-MN-033","",11,"","","CR-13, 3/4 mile east of Windom","L11022362","P",43.870189,-95.085204,3,24,2020,"19:42:00","obsr245362","S66185959","Stationary","P21","EBIRD",8,NA,NA,1,1,"",0,1,0,NA,"",""
"1237",74042,"URN:CornellLabOfOrnithology:EBIRD:OBS384355773","4/29/2019 10:20",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","Minnesota","US-MN","Carver","US-MN-019","",23,"","","Carver Park Reserve","L1476261","H",44.8743465,-93.6854882,3,18,2016,"19:30:00","obsr442079","S28441849","Traveling","P22","EBIRD",60,0.805,NA,1,1,"",0,1,0,NA,"","Hard to say how many I heard, as the light was very low.  I did hear them in several directions, so I imagine there were several displaying this evening.  I was also able to see a few in flights, and I on the ground for a second before he flew off."
"1238",109837,"URN:CornellLabOfOrnithology:EBIRD:OBS605613250","5/3/2018 20:28",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Monroe","US-NY-055","US-NY_1723",13,"","","Braddock Bay--Owl Woods","L390730","H",43.3201355,-77.7264261,4,25,2018,"19:25:00","obsr785106","S44953851","Historical","P62","EBIRD",NA,NA,NA,NA,1,"G3153581",0,1,0,NA,"","Heard"
"1239",69393,"URN:CornellLabOfOrnithology:EBIRD:OBS665280466","10/9/2018 19:45",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Kalamazoo","US-MI-077","US-MI_2141",23,"","","Kalamazoo Nature Center--Prairie (Bluebird Trail)","L1796300","H",42.3496036,-85.5827324,10,9,2018,"19:06:00","obsr525150","S49086400","Traveling","P22","EBIRD",38,0.716,NA,1,1,"",0,1,0,NA,"",""
"1240",141122,"URN:CornellLabOfOrnithology:EBIRD:OBS302834143","3/13/2015 10:28",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","Oklahoma","US-OK","Payne","US-OK-119","",19,"","","W. Richmond Rd (Sangre & Country Club)","L3483790","P",36.1738627,-97.1183939,3,12,2015,"19:35:00","obsr32011","S22327194","Stationary","P21","EBIRD",60,NA,NA,4,1,"G1177554",0,1,0,NA,"","Flight Displays 7:55pm - 8:19pm; Peenting 7:42pm - 8:20pm"
"1241",138604,"URN:CornellLabOfOrnithology:EBIRD:OBS751380190","5/4/2019 22:50",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_582",22,"","","Oak Openings--Lodge Area","L2195376","H",41.5438123,-83.840071,5,3,2019,"8:38:00","obsr121872","S55823114","Traveling","P22","EBIRD",115,3.428,NA,10,1,"G4118195",0,1,0,NA,"Biggest Week van trip #2 Oak Openings Jamie Cunningham/Seth Benz checklist 3/7",""
"1242",111573,"URN:CornellLabOfOrnithology:EBIRD:OBS739181072","4/15/2019 14:53",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Delaware","US-NY-025","",28,"","","13783 Hancock","L189611","PC",41.95415,-75.2823,4,7,2019,"20:15:00","obsr86165","S54990867","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"",""
"1243",70280,"URN:CornellLabOfOrnithology:EBIRD:OBS760598461","5/16/2019 23:38",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Iosco","US-MI-069","US-MI_2732",12,"","","48750, Oscoda US-MI (44.4520,-83.4477)","L9282139","P",44.452009,-83.447741,5,16,2019,"21:07:00","obsr706770","S56386318","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"",""
"1244",132289,"URN:CornellLabOfOrnithology:EBIRD:OBS489864432","8/5/2018 13:10",5920,"species","American Woodcock","Scolopax minor",NA,NA,"5","","","","United States","US","Ohio","US-OH","Hamilton","US-OH-061","",22,"","","Armleder Park","L298164","H",39.1231188,-84.405935,2,24,2017,"17:04:00","obsr24731","S36240152","Traveling","P22","EBIRD",105,3.38,NA,1,1,"",0,1,0,NA,"drive to both ponds>shelter parking>N mowed path>bean field>beach>through woods>canoe launch>parking  Left a bit early because of oncoming rain.  Mostly the same stuff happening.  Didn't get any clear sparrows other than SS.",""
"1245",104343,"URN:CornellLabOfOrnithology:EBIRD:OBS306885477","10/2/2018 9:42",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Monroe","US-NY-055","US-NY_1723",NA,"","","Edgemere Dr., 1710","L572189","H",43.2867438,-77.6677699,4,2,2015,"7:17:00","obsr392907","S22638631","Stationary","P21","EBIRD",20,NA,NA,1,1,"",0,1,0,NA,"Woodcock flew in from over Lake Ontario about 30 minutes after sunrise.  <br />Submitted from BirdLog NA for iOS, version 1.7.3",""
"1246",112246,"URN:CornellLabOfOrnithology:EBIRD:OBS762252933","5/20/2019 12:49",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","New York","US-NY-061","US-NY_2793",30,"","","Central Park","L191106","H",40.7715482,-73.9724819,5,19,2019,"7:18:00","obsr111208","S56488254","Traveling","P22","EBIRD",225,4,NA,1,1,"",0,1,0,NA,"",""
"1247",64611,"URN:CornellLabOfOrnithology:EBIRD:OBS304505949","8/5/2018 13:59",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Michigan","US-MI","Barry","US-MI-015","",23,"","","Klein property","L1905530","P",42.6512579,-85.2229024,3,21,2015,"19:45:00","obsr281935","S22457780","Stationary","P21","EBIRD",45,NA,NA,7,1,"G1187623",0,1,0,NA,"Woodcock watching!","Performing its mating display.  We watched from a ground blind from 10-12 yards away.  With Leah, Anna and Ruthie, and Eldon Dodd."
"1248",72520,"URN:CornellLabOfOrnithology:EBIRD:OBS975594184","9/9/2020 23:01",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Houghton","US-MI-061","",12,"","","County Road 820, Trout Creek, Michigan, US (46.527, -88.984)","L11811590","P",46.5266779,-88.9844503,9,2,2020,"8:27:00","obsr344473","S73109886","Traveling","P22","EBIRD",377,3.83,NA,1,1,"",0,1,0,NA,"",""
"1249",135263,"URN:CornellLabOfOrnithology:EBIRD:OBS601985083","8/5/2018 14:04",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,4,18,2018,"12:40:00","obsr557619","S44714948","Traveling","P22","EBIRD",240,1.609,NA,1,1,"",0,1,0,NA,"Birded West side of the boardwalk and causeway ",""
"1250",63907,"URN:CornellLabOfOrnithology:EBIRD:OBS245333794","8/5/2018 13:44",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Barry","US-MI-015","US-MI_3579",23,"","","Otis Sanctuary","L492835","H",42.6020306,-85.386461,4,12,2014,"9:00:00","obsr128205","S17869465","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"",""
"1251",71702,"URN:CornellLabOfOrnithology:EBIRD:OBS905605982","4/28/2020 21:04",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","Michigan","US-MI","St. Clair","US-MI-147","",23,"","","Yager, behind Airport","L11282728","P",42.904041,-82.552389,4,28,2020,"20:48:00","obsr346927","S68008960","Stationary","P21","EBIRD",15,NA,NA,2,1,"G5246652",0,1,0,NA,"","Ruby Lions club field"
"1252",231515,"URN:CornellLabOfOrnithology:EBIRD:OBS889603589","4/7/2020 18:58",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Wisconsin","US-WI","Dane","US-WI-025","",23,"","","Cherokee Marsh Conservation Park--North Unit","L2846310","H",43.1667973,-89.3649366,4,5,2020,"15:00:00","obsr872732","S66699958","Traveling","P22","EBIRD",305,6.92,NA,1,1,"",0,1,0,NA,"Started out by marsh boardwalk- absolutely no Red Wings out there at 3pm; by 6:40pm, they were there. Nice to see people outside getting fresh air.",""
"1253",139684,"URN:CornellLabOfOrnithology:EBIRD:OBS873910257","3/4/2020 11:56",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Hocking","US-OH-073","",28,"","","Lake Logan SP","L285575","H",39.5392623,-82.4717945,3,3,2020,"18:32:00","obsr1003955","S65427317","Traveling","P22","EBIRD",22,3.444,NA,3,1,"G5049454",0,1,0,NA,"",""
"1254",69594,"URN:CornellLabOfOrnithology:EBIRD:OBS729338639","5/6/2020 18:59",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Berrien","US-MI-021","",23,"","","Warren Dunes SP--Floral Ln.","L837503","H",41.9213607,-86.5810794,3,25,2019,"15:58:00","obsr210721","S54227013","Traveling","P22","EBIRD",72,2.099,NA,2,1,"G3982436",0,1,0,NA,"",""
