institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ24,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ60,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ93,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VR31,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LM16,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MK59,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM97,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MP98,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NH19,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NH88,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ75,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ93,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NS27,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PH28,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK29,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17QK22,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18TQ91,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UP06,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ01,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VQ46,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VR41,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM38,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NH98,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ52,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ85,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NK62,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NM35,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ25,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18TP88,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18TQ83,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VQ23,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VR84,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18WR12,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,15VR93,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LG74,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LG89,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NK76,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ06,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ39,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ57,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK49,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PL26,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PM21,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17QJ18,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17QL23,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18TR89,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LG35,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LM15,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LM66,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MH39,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MJ62,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MK90,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM12,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM30,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM96,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
