month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
5,6,2013,2013-05-06 20:07:46 UTC,,"lucas county, oh",41.689439,-83.378939,51943,Lucas,Ohio
5,6,2013,2013-05-06 13:41:24 UTC,,"lucas county, oh",41.689439,-83.378939,51943,Lucas,Ohio
5,10,2014,2014-05-10 21:06:14 UTC,,"Ohio, United States",41.626414,-83.189989,,Lucas,Ohio
3,11,2005,,,Glenwood Gardens,39.257462,-84.4695699,,Hamilton,Ohio
5,3,2014,,,Magee marsh ohio,41.612183,-83.172269,368,Ottawa,Ohio
3,15,2015,,Actively doing mating displays in prairie and landing on trail,Gorman Nature Center ,40.699971,-82.556369,636,Richland,Ohio
3,28,2015,,Evening woodcock walk at the nature preserve ..... too dark for pics.  Males doing their courtship flights.,"fernald, oh",39.275612,-84.68967,1679,Hamilton,Ohio
4,8,2015,2015-04-09 00:23:08 UTC,"Heard the tell-tale ""peent"" of at least 3 separate birds. No sky dance tonight though. Arrived a little too late?","Firestone Metro Park, Akron, OH, US",41.011683,-81.519808,19,Summit,Ohio
4,4,2015,2015-04-05 03:48:39 UTC,,"26940 Lime City Rd, Perrysburg, OH, US",41.543129,-83.564957,178,Wood,Ohio
6,8,2015,2015-06-08 21:51:38 UTC,Seen when out without a real camera,"1049–1149 Sumner Ave, Cleveland, OH, US",41.497553,-81.681388,500,Cuyahoga,Ohio
6,12,2015,2015-06-12 14:24:41 UTC,,"2121 Barlow Rd, Hudson, OH, US",41.215937,-81.416985,10,Summit,Ohio
7,25,2015,,Observed at Herrick Fen. ,"Portage County, Ohio",41.210624,-81.366484,799,Portage,Ohio
5,18,2013,2013-05-19 01:36:54 UTC,Scolopax minor. In the parking lot of Magee Marsh Wildlife Area. Please acknowledge Andy Jones for any use of this photo. ,magee marsh,41.627535,-83.190354,,Lucas,Ohio
5,21,2014,,,Magee Marsh Boardwalk,41.62862,-83.192398,24,Lucas,Ohio
5,18,2013,,,"Magee Area, NW Ohio",41.629045,-83.193862,796,Lucas,Ohio
5,6,2012,,,Ne/ Central Ohio,40.737149,-81.9897034,229,Wayne,Ohio
5,19,2012,,,"Magee Area, NW Ohio",41.62781,-83.192189,277,Lucas,Ohio
2,27,2016,,,cuyahoga valley np jaite,41.282709,-81.56662,,Cuyahoga,Ohio
3,12,2016,2016-03-12 20:06:04 UTC,Brief description of what you observed,killbuck lakes park medina county ohio,41.004177,-81.981466,79,Medina,Ohio
3,12,2016,,Woodcock singing around 8:00 PM.,Observatory Park,41.584473,-81.081808,12,Geauga,Ohio
10,7,2014,,,"Lake County, Ne Ohio",41.730947,-81.318322,72,Lake,Ohio
3,25,2016,,,Shaker Trace Wetlands,39.283194,-84.743396,147,Hamilton,Ohio
3,31,2016,,"Males doing their 'Sky dance""
Several males peenting",Ohio & Erie Canal Reserevation,41.432429,-81.663134,277761,Cuyahoga,Ohio
4,12,2016,2016-04-13 00:37:42 UTC,,"Cuyahoga Valley National Park, Boston Heights, OH, US",41.2315647,-81.50591219,152,Summit,Ohio
4,14,2016,2016-04-14 17:47:22 UTC,,"Silver Creek Metro Park, Norton, OH, US",40.99678866,-81.68057398,936,Summit,Ohio
5,12,2016,,,"Magee Marsh, Oak Harbor, OH",41.615537,-83.162943,,Ottawa,Ohio
5,13,2016,,,"Magee Marsh, Oak Harbor, OH",41.615537,-83.162943,,Ottawa,Ohio
5,20,2016,2016-05-21 01:10:18 UTC,"Too far and fast to photograph. Heard peen ting 
 ting and saw flight 
","Cuyahoga Valley National Park, Brecksville, OH, US",41.28578257,-81.57192185,5,Cuyahoga,Ohio
5,20,2016,2016-05-20 18:40:29 UTC,,"Cuyahoga Valley National Park, Northfield, OH, US",41.28755833,-81.54157167,,Summit,Ohio
5,20,2016,2016-05-21 01:21:41 UTC,Heard peeting calls and saw it display overhead before landing again. ,"Cuyahoga Valley National Park, Brecksville, OH, US",41.28737536,-81.57274076,305,Cuyahoga,Ohio
5,14,2016,2016-05-14 12:15:00 UTC,,"Magee Marsh Wildlife Area, OH",41.617783,-83.168382,2430,Ottawa,Ohio
6,2,2016,2016-06-02 12:42:33 UTC,,"Ohio, US",41.269311,-81.40513039,,Summit,Ohio
5,14,2016,2016-05-14 13:14:54 UTC,"Magee Marsh Wildlife Area, OH May 14, 2016","Magee Marsh, OH",41.620349,-83.190526,1187,Ottawa,Ohio
5,14,2016,2016-05-14 13:14:54 UTC,"Magee Marsh Wildlife Area, OH May 14, 2016","Magee Marsh, OH",41.620349,-83.190526,1187,Ottawa,Ohio
6,10,2016,2016-06-10 18:50:13 UTC,,"Ohio, US",41.35937119,-81.40792389,67,Summit,Ohio
5,20,2016,2016-05-20 17:39:00 UTC,                               adult w young,"Ohio, US",41.26934717,-81.49939085,88,Summit,Ohio
7,13,2016,2016-07-13 23:23:03 UTC,,"Glacier Ridge Metro Park, Plain City, OH, US",40.15611539,-83.18509037,305,Union,Ohio
5,23,2015,2015-05-23 17:05:00 UTC,,"Lucas County, OH, USA",41.62747111,-83.18916384,279,Lucas,Ohio
6,28,2008,2008-06-28 09:56:00 UTC,OLYMPUS DIGITAL CAMERA         ,"Summit County, OH, USA",41.30321588,-81.39628887,61,Summit,Ohio
4,5,2015,2015-04-05 15:02:00 UTC,,"Bay Village, OH 44140, USA",41.48254074,-81.94607735,61,Cuyahoga,Ohio
2,23,2017,2017-02-23 23:35:00 UTC,One bird was heard in a display flight over my house and yard,"Ohio, US",41.14548235,-81.57038627,194,Summit,Ohio
3,1,2008,,,"5000 S Hametown Rd, Norton, OH 44203, USA",40.9982384,-81.6841837,393,Summit,Ohio
5,24,2010,2010-05-24 18:19:00 UTC,,"Burton Wetlands, Geauga, OH",41.443162,-81.178225,12,Geauga,Ohio
3,7,2017,2017-03-07 19:13:48 UTC,,"45660, Peebles, OH, US",39.04294102,-83.39419244,5,Adams,Ohio
2,24,2017,2017-02-24 13:40:44 UTC,,"1115–1303 Hardy Rd, Akron, OH, US",41.15132783,-81.55219167,,Summit,Ohio
3,27,2017,2017-03-27 16:00:00 UTC,Photo and report by P. Price,"36 West Superior Avenue Cleveland, OH 44113",41.4997497,-81.69369623,2752,Cuyahoga,Ohio
3,29,2017,2017-03-29 14:24:44 UTC,,"586 Megglen Avenue Akron, OH 44303",41.11600113,-81.53103638,,Summit,Ohio
3,22,2016,2016-03-22 15:57:00 UTC,,"2925 Akron Peninsula Rd, Akron, OH 44313, USA",41.1665385,-81.568287,185,Summit,Ohio
4,9,2017,2017-04-09 13:01:44 UTC,"Found dead on dam
","West Branch State Park, Ravenna, OH, US",41.15921596,-81.08115261,5,Portage,Ohio
3,12,2017,,,Hardy rd bike trail,41.151261,-81.551787,25,Summit,Ohio
4,10,2017,,,"Resthaven W.A., Sandusky County, OH, USA",41.39085953,-82.84595579,8,Sandusky,Ohio
4,27,2017,2017-04-27 13:10:56 UTC,Baby 4 of them,"3374 Sanitarium Road Akron, OH 44312",41.01736069,-81.40437317,,Summit,Ohio
4,6,2017,2017-04-06 12:36:00 UTC,,"6100 Ridge Rd, Wadsworth, OH 44281, USA",41.1088175,-81.7355007,190,Medina,Ohio
5,12,2017,,,"Magee Marsh Boardwalk, Curtice, OH 43412, USA",41.6291921,-83.1929008,187,Lucas,Ohio
5,11,2017,,,"Magee Marsh Boardwalk, Curtice, OH 43412, USA",41.6291921,-83.1929008,187,Lucas,Ohio
5,14,2017,2017-05-14 12:59:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,187,Lucas,Ohio
5,5,2017,2017-05-05 14:27:10 UTC,,erie street cemetery cleveland ohio,41.497914,-81.681885,,Cuyahoga,Ohio
5,20,2017,2017-05-20 14:01:27 UTC,,"Lucas County, US-OH, US",41.6464972,-83.2730781,3286,Lucas,Ohio
5,25,2017,,,"Lucas County, OH, USA",41.62920503,-83.19293976,160,Lucas,Ohio
6,6,2017,,Flushed from riparian habitat near 17 bridge. Bizarre site for woodcock,Rocky River Reservation,41.419785,-81.860032,99,Cuyahoga,Ohio
5,15,2017,2017-05-15 13:23:00 UTC,,"Ohio, USA",41.6155368,-83.1629429,3379,Ottawa,Ohio
7,8,2017,,,"Schroder Rd, Richland Township, OH, USA",40.17516344,-84.55423594,31,Darke,Ohio
5,6,2017,2017-05-06 12:22:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,187,Lucas,Ohio
7,29,2017,2017-07-29 13:02:00 UTC,An American Woodcock eggs shell found at Ridges Athens Ohio,"Athens, OH 45701, USA",39.31927222,-82.11523333,,Athens,Ohio
5,15,2013,2013-05-15 14:21:00 UTC,,"Ohio, USA",41.6155368,-83.1629429,3379,Ottawa,Ohio
5,15,2013,2013-05-15 14:21:00 UTC,,"Ohio, USA",41.6155368,-83.1629429,3379,Ottawa,Ohio
9,4,2017,2017-09-04 20:22:29 UTC,,"44236, Hudson, OH, US",41.21607547,-81.41433822,,Summit,Ohio
6,29,2014,2014-06-29 11:56:00 UTC,,"Hancock County, OH, USA",41.05304567,-83.76837015,31,Hancock,Ohio
5,13,2017,2017-05-13 14:13:00 UTC,,"Ottawa County, OH, USA",41.50295514,-82.99951158,15625,Ottawa,Ohio
5,13,2017,2017-05-13 15:09:00 UTC,,"Port Clinton, OH 43452, USA",41.51940884,-82.95556627,15625,Ottawa,Ohio
2,27,2016,,"American Woodcock (Scolopax minor). Viewed displaying on mowed trail in tall grass prairie plantings and old field habitat. A bit early, this particular year, due to mild temperatures in February.",Gorman Nature Center,40.6999,-82.555641,3,Richland,Ohio
10,13,2017,2017-10-13 13:21:00 UTC,,"Seneca County, OH, USA",41.0038686,-83.40322495,244,Seneca,Ohio
,,,,,"Blacklick Metro Park, Reynoldsburg, OH, USA",39.943795,-82.811707,,Franklin,Ohio
,,,,,"Blendon Woods Metro Park, Westerville, OH, USA",40.079873,-82.884635,,Franklin,Ohio
,,,,,"Battelle-Darby Metro Park, Galloway, OH, USA",39.900135,-83.210838,,Franklin,Ohio
,,,,,"Highbanks Metro Park, Lewis Center, OH, USA",40.154135,-83.027184,,Delaware,Ohio
,,,,,"Sharon Woods Metro Park, Westerville, OH, USA",40.114007,-82.949051,,Franklin,Ohio
,,,,,"Chestnut Ridge Metro Park, Carroll, OH, USA",39.808693,-82.753871,,Fairfield,Ohio
,,,,,"Slate Run Metro Park, Canal Winchester, OH, USA",39.759258,-82.834342,,Pickaway,Ohio
,,,,,"Inniswood Metro Gardens, Westerville, OH, USA",40.101547,-82.899566,,Franklin,Ohio
,,,,,"Clear Creek Metro Park, Rockbridge, OH, USA",39.597597,-82.555726,,Hocking,Ohio
,,,,,"Pickerington Ponds Metro Park, Canal Winchester, OH, USA",39.886384,-82.804809,,Franklin,Ohio
,,,,,Davidson Butterfly Preserve,40.331624,-82.748885,,Delaware,Ohio
,,,,,"Three Creeks Metro Park, Columbus, OH, USA",39.894813,-82.914073,,Franklin,Ohio
,,,,,"Glacier Ridge Metro Park, Plain City, OH, USA",40.15558,-83.18844,,Union,Ohio
2,20,2018,2018-02-20 23:15:08 UTC,Honda Wetland ,"Glacier Ridge Metro Park, Plain City, OH, US",40.15551301,-83.18833313,172,Union,Ohio
2,24,2018,2018-02-24 15:22:49 UTC,"630pm 2/23 American Woodcocks males chasing each other over the fields. Preenting continued until 730pm. Skydance began around 620pm
","Unnamed Road, Plain City, OH 43064, USA",40.15483604,-83.1963758,10,Union,Ohio
7,9,2010,,,West Creek Reservation,41.390315,-81.694009,24,Cuyahoga,Ohio
3,17,2018,2018-03-17 16:08:15 UTC,,"Findley State Park, Wellington, OH, US",41.12862663,-82.21061491,1579,Lorain,Ohio
3,22,2018,,American woodcock seen right after sunset.  Found by listening to its distinct call.  ,bath nature ohio,41.185146,-81.653999,,Summit,Ohio
4,4,2018,2018-04-04 15:07:51 UTC,Dead in front of building ,"1847 Oakwood Ave, Napoleon, OH 43545, USA",41.40892993,-84.1232207,258,Henry,Ohio
4,12,2018,2018-04-12 18:11:00 UTC,15+ individuals,"2254 E 9th St, Cleveland, OH 44115, USA",41.4979076,-81.6818843,187,Cuyahoga,Ohio
4,18,2018,2018-04-18 18:14:48 UTC,Flushed from roadside ditch edge of wetland complex,"6730 Red Brush Rd, Ravenna, OH, US",41.17474171,-81.29175807,5,Portage,Ohio
,,,,Sorry for the bad picture. This bird had a really long beak,"200-218 S Maple St, Marysville, OH 43040, USA",40.23534563,-83.37242883,16511,Union,Ohio
4,28,2018,2018-04-28 20:41:29 UTC,,"Crane Creek Beach State Park, Curtice, OH, US",41.62773906,-83.19109817,205,Lucas,Ohio
4,27,2018,2018-04-27 19:10:00 UTC,Egg shells found in the open meadow.,"16780 Savage Road, Chagrin Falls, OH 44023, USA",41.412034,-81.36412,240,Geauga,Ohio
4,30,2018,2018-04-30 22:46:15 UTC,,"Streetsboro, OH  44241, Streetsboro, OH, US",41.21255833,-81.36958333,0,Portage,Ohio
5,6,2018,2018-05-06 13:47:00 UTC,,Magee Marsh Boardwalk,41.6286147,-83.19341578,187,Lucas,Ohio
5,6,2018,2018-05-06 21:09:51 UTC,,"Ohio, US",41.3365516,-81.33941915,52,Portage,Ohio
5,5,2018,2018-05-05 12:43:00 UTC,,"Lucas County, OH, USA",41.62753698,-83.19035411,15,Lucas,Ohio
5,10,2018,2018-05-10 13:38:00 UTC,,Magee Marsh Boardwalk,41.62883925,-83.19341578,115,Lucas,Ohio
5,13,2018,2018-05-13 22:51:19 UTC,,"Crane Creek Beach State Park, Curtice, OH, US",41.6282,-83.19281667,5,Lucas,Ohio
5,13,2018,2018-05-13 22:49:36 UTC,,"Park Rd 1, Curtice, OH 43412, USA",41.62813568,-83.19274902,,Lucas,Ohio
5,21,2018,2018-05-21 21:31:43 UTC,,"11981 Carrington Ct, Cincinnati, OH, US",39.28743,-84.31301167,6,Hamilton,Ohio
5,13,2018,,,"Ohio, US",41.629192,-83.192901,6085,Lucas,Ohio
5,7,2018,2018-05-07 14:34:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,324,Lucas,Ohio
5,9,2018,2018-05-09 19:27:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,376,Lucas,Ohio
5,28,2018,2018-05-28 15:05:56 UTC,,"Aurora, OH 44202, USA",41.32794952,-81.3014679,,Portage,Ohio
5,31,2018,2018-05-31 16:32:24 UTC,"from Cleveland Lights Out program, banded and released after rehabilitation at the Lake Erie Nature and Science Center.","28728 Wolf Rd, Bay Village, OH 44140, USA",41.48580945,-81.93775177,2064,Cuyahoga,Ohio
5,17,2018,2018-05-17 14:58:00 UTC,,"Lucas County, OH, USA",41.62753738,-83.19167208,171,Lucas,Ohio
6,4,2018,2018-06-04 21:26:41 UTC,"It waddled and ran up the path. Long beak . Juvenile? I spotted 2 of these
","Burbank, OH  44214, Burbank, OH, US",41.00169537,-81.97601018,559,Medina,Ohio
6,13,2018,2018-06-13 11:40:00 UTC,,"6100 Ridge Rd, Wadsworth, OH 44281, USA",41.1088175,-81.7355007,190,Medina,Ohio
5,15,2013,2013-05-15 17:10:00 UTC,,"Lucas County, OH, USA",41.62634416,-83.18755184,,Lucas,Ohio
4,14,2018,2018-04-14 23:24:39 UTC,,"Crane Creek Beach State Park, Curtice, OH, US",41.62829745,-83.1929645,182,Lucas,Ohio
4,12,2018,2018-04-12 23:36:17 UTC,,"2301 E 9th St, Cleveland, OH, US",41.49788475,-81.68191452,29,Cuyahoga,Ohio
4,7,2017,2017-04-07 19:45:35 UTC,,"The Ohio State University, Columbus, OH, US",39.99727167,-83.00781945,,Franklin,Ohio
7,9,2018,2018-07-09 15:25:06 UTC,This is a long shot but found this on the sidewalk.. It's a unique beak so I figured someone would be able to ID. I assume it's leftovers from the local falcons. Appears to be a woodcock's beak?,"1360 Ontario St, Cleveland, OH 44113, USA",41.50087357,-81.69475555,,Cuyahoga,Ohio
5,10,2018,2018-05-10 13:12:00 UTC,Magee Marsh,"Ottawa County, OH, USA",41.60500556,-83.19261944,,Ottawa,Ohio
5,28,2016,2016-05-28 12:10:00 UTC,,"Lucas County, OH, USA",41.62687563,-83.18701599,61,Lucas,Ohio
2,28,2018,,,Withrow Nature Preserve,39.05049897,-84.37364725,133,Hamilton,Ohio
8,12,2018,2018-08-12 05:47:00 UTC,,"Ashtabula County, OH, USA",41.70925686,-80.92856214,37,Ashtabula,Ohio
9,21,2018,2018-09-21 12:26:00 UTC,,"13551 OH-2, Oak Harbor, OH 43449, USA",41.6050746,-83.1928374,134,Ottawa,Ohio
5,1,2018,2018-05-01 13:21:00 UTC,,"Oak Harbor, OH 43449, USA",41.6155368,-83.1629429,3379,Ottawa,Ohio
9,21,2018,2018-09-21 12:23:00 UTC,,"Ottawa County, OH, USA",41.60456332,-83.19250643,31,Ottawa,Ohio
5,11,2016,2016-05-11 23:27:00 UTC,,"Lucas County, OH, USA",41.62752092,-83.18961536,31,Lucas,Ohio
10,28,2018,2018-10-28 11:01:40 UTC,,"220 E 4th St, Cincinnati, OH, US",39.1006,-84.50853,65,Hamilton,Ohio
11,17,2018,2018-11-17 13:11:01 UTC,,"1300 Ontario St, Cleveland, OH, US",41.50183,-81.695655,64,Cuyahoga,Ohio
3,27,2017,2017-03-27 20:14:00 UTC,,"Hamilton County, OH, USA",39.29137201,-84.68833714,88,Hamilton,Ohio
6,15,1995,1995-06-15 15:05:00 UTC,,"Lucas County, OH, USA",41.62718763,-83.18950127,153,Lucas,Ohio
5,10,2017,2017-05-10 16:55:00 UTC,,"Lucas County, OH, USA",41.62791334,-83.19181769,7,Lucas,Ohio
5,24,2018,2018-05-24 14:50:00 UTC,"Magee Marsh Boardwalk, American Woodcock","Lucas County, OH, USA",41.62713275,-83.19389637,61,Lucas,Ohio
5,7,2018,2018-05-07 21:13:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,192,Lucas,Ohio
5,12,2012,2012-05-12 14:09:00 UTC,,"Unnamed Road, Oak Harbor, OH 43449, USA",41.61106317,-83.2116998,22504,Ottawa,Ohio
5,5,2018,2018-05-05 13:17:00 UTC,,"Benton Township, OH, USA",41.62269398,-83.20121203,11252,Ottawa,Ohio
5,19,2018,2018-05-19 15:57:00 UTC,,"Lucas County, OH, USA",41.62808441,-83.19264212,4,Lucas,Ohio
4,27,2018,2018-04-27 16:11:00 UTC,"Magee Marsh Boardwalk, Americah Woodcock","Lucas County, OH, USA",41.62834953,-83.19416217,122,Lucas,Ohio
4,29,2018,2018-04-29 21:57:00 UTC,"Magee Marsh Boardwalk, American Woodcock","Lucas County, OH, USA",41.6270609,-83.19277831,122,Lucas,Ohio
4,30,2018,2018-04-30 16:47:00 UTC,"Magee Marsh Boardwalk, American Woodcock","Lucas County, OH, USA",41.62890319,-83.19363504,122,Lucas,Ohio
5,15,2016,2016-05-15 14:35:00 UTC,,"Oak Harbor, OH 43449, USA",41.6155368,-83.1629429,1388,Ottawa,Ohio
5,10,2018,,,"Lucas County, OH, USA",41.62782175,-83.20907597,3209,Lucas,Ohio
11,11,2017,2017-11-11 14:57:13 UTC,,"520 W Columbia Ave, Reading, OH 45215, USA",39.23089463,-84.44332056,17,Hamilton,Ohio
3,19,2019,2019-03-19 17:59:22 UTC,,"1828 Smith Rd, Akron, OH 44313, USA",41.14055634,-81.57527924,,Summit,Ohio
2,26,2019,2019-02-26 16:24:00 UTC,,"derthick road, glouster ohio",39.496498,-82.119981,8,Athens,Ohio
3,27,2019,2019-03-27 12:44:12 UTC,"Window strike- Lights Out Canton
","101 Market Ave S, Canton, OH, US",40.79816167,-81.37529667,32,Stark,Ohio
3,28,2019,2019-03-29 00:18:15 UTC,,"Hickory Farm Ln, Akron, OH 44333, USA",41.18530991,-81.65381078,10,Summit,Ohio
5,17,2015,2015-05-17 13:02:00 UTC,,"Lucas County, OH, USA",41.62862206,-83.19387613,31,Lucas,Ohio
5,6,2018,,,Magee Marsh,41.61348332,-83.16689126,2550,Ottawa,Ohio
4,1,2019,2019-04-01 18:05:43 UTC,,"Ohio, US",40.79607216,-83.50184249,24,Hardin,Ohio
5,8,2018,2018-05-08 13:19:00 UTC,,"Lucas County, OH, USA",41.62831996,-83.19236506,507,Lucas,Ohio
5,3,2014,2014-05-03 16:14:00 UTC,,"Lucas County, OH, USA",41.62652419,-83.1906187,414,Lucas,Ohio
5,7,2019,2019-05-07 15:13:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,192,Lucas,Ohio
5,7,2019,2019-05-07 17:43:00 UTC,,"Lucas, Ohio, United States",41.627095,-83.190885,,Lucas,Ohio
5,7,2019,2019-05-07 05:57:14 UTC,,"43412, Curtice, OH, US",41.62681662,-83.18385117,316,Lucas,Ohio
5,8,2019,2019-05-09 00:54:30 UTC,“Peent” @ bluebird point,"44134, Parma, OH, US",41.38780333,-81.694725,5,Cuyahoga,Ohio
5,7,2019,,,"Lucas, Ohio, United States",41.627245,-83.19092833,,Lucas,Ohio
5,5,2019,2019-05-05 19:45:00 UTC,,"4139 Girdham Rd, Swanton, OH 43558, USA",41.549462,-83.8536336,179,Lucas,Ohio
5,7,2019,2019-05-07 15:21:00 UTC,,"Lucas County, OH, USA",41.62701139,-83.19068639,,Lucas,Ohio
5,13,2019,2019-05-13 23:48:10 UTC,,"8870 Pickerington Rd, Pickerington, OH, US",39.86438744,-82.73671132,214,Fairfield,Ohio
5,7,2019,2019-05-07 00:07:00 UTC,,"Curtice, OH 43412, USA",41.6291921,-83.1929008,192,Lucas,Ohio
2,24,2017,2017-02-24 13:37:00 UTC,,"Merriman Valley, Cuyahoga Falls, OH, USA",41.15126694,-81.55260212,31,Summit,Ohio
4,14,2018,2018-04-14 09:58:00 UTC,,"Downtown, Cleveland, OH, USA",41.50235732,-81.69658962,42,Cuyahoga,Ohio
11,5,2017,2017-11-05 12:30:00 UTC,"Two dead, window strikes","Downtown, Cleveland, OH, USA",41.50689714,-81.70026694,87,Cuyahoga,Ohio
11,5,2017,2017-11-05 11:00:00 UTC,,"Downtown, Cleveland, OH, USA",41.50482198,-81.69177982,45,Cuyahoga,Ohio
10,27,2018,2018-10-27 10:01:00 UTC,,"Downtown, Cleveland, OH, USA",41.5014847,-81.68800531,58,Cuyahoga,Ohio
10,6,2018,2018-10-06 09:54:00 UTC,,"Downtown, Cleveland, OH, USA",41.50109425,-81.68800119,38,Cuyahoga,Ohio
10,14,2017,2017-10-14 10:30:00 UTC,,"Downtown, Cleveland, OH, USA",41.50399596,-81.69080285,38,Cuyahoga,Ohio
5,20,2019,2019-05-20 14:15:20 UTC,:),"Ohio, US",41.19748278,-81.6678657,,Medina,Ohio
4,24,2019,2019-04-24 16:44:58 UTC,,"Ohio, US",39.82847678,-84.01930134,,Greene,Ohio
4,25,2019,2019-04-25 14:37:00 UTC,Shrubby CRP field.,"Williams County, OH, USA",41.46130006,-84.62247609,9140,Williams,Ohio
6,6,2019,2019-06-06 14:42:21 UTC,"Totally unexpected in this suburban flower bed
","3361 Governors Trl, Kettering, OH, US",39.7018673,-84.198037,19,Montgomery,Ohio
5,20,2017,,,"Oak Harbor, OH 43449, USA",41.6155368,-83.1629429,1388,Ottawa,Ohio
5,7,2019,,,"Lucas County, OH, USA",41.62716293,-83.19205648,61,Lucas,Ohio
10,26,2017,2017-10-26 15:09:43 UTC,                               ,Erie Street Cemetery (Cleveland),41.497908,-81.681884,,Cuyahoga,Ohio
6,20,2019,2019-06-20 12:26:23 UTC,,"Ohio, US",41.04006109,-81.57588502,32,Summit,Ohio
6,19,2019,2019-06-19 22:25:02 UTC,,"1617–1657 Hickory Farm Ln, Akron, OH, US",41.18129667,-81.65268,5,Summit,Ohio
7,1,2019,2019-07-02 01:18:10 UTC,,"Ohio, US",41.44241556,-81.41744204,5,Cuyahoga,Ohio
5,24,2017,2017-05-24 20:16:00 UTC,,"Lucas County, OH, USA",41.62696128,-83.18861945,63,Lucas,Ohio
2,20,2017,,,"Bath Nature Preserve, Akron, OH 44333, USA",41.180979,-81.650083,873,Summit,Ohio
5,12,2017,2017-05-12 22:08:00 UTC,,"Lucas County, OH, USA",41.62888292,-83.19217692,488,Lucas,Ohio
8,10,2018,2018-08-11 00:51:00 UTC,,"Ohio, US",40.19955062,-82.76412538,66,Licking,Ohio
5,8,2018,2018-05-09 00:57:00 UTC,,"Lucas County, OH, USA",41.62783097,-83.19088303,15,Lucas,Ohio
8,24,2019,2019-08-24 13:16:08 UTC,Didn’t get a picture.  Just thought I’d pass along that they’re hanging out in that area.,"Battelle Darby Creek Metro Park, Grove City, OH, US",39.89427397,-83.22021513,39,Franklin,Ohio
5,8,2015,,,"Magee Marsh-Put-in bay, OH, USA",41.59882716,-83.02395455,19922,Ottawa,Ohio
10,11,2019,2019-10-11 12:00:00 UTC,Window strike.,"CWRU, Hovorka Atrium (OH: Cuyahoga Co., Cleveland, University Circle)",41.504122,-81.607206,10,Cuyahoga,Ohio
10,12,2019,2019-10-12 10:22:18 UTC,,"1100 Superior Ave E, Cleveland, OH, US",41.50273178,-81.68631663,43,Cuyahoga,Ohio
10,13,2019,2019-10-13 12:03:28 UTC,While on a Lights Out hike this morning,"E 9th St & St. Clair Av, Cleveland, OH 44199, USA",41.50405884,-81.69035339,,Cuyahoga,Ohio
5,14,2017,2017-05-14 07:57:00 UTC,,"Oak Harbor, OH 43449, USA",41.6155368,-83.1629429,1388,Ottawa,Ohio
10,13,2019,2019-10-13 09:46:03 UTC,,"Euclid Ave, Cleveland, OH, US",41.5005349,-81.68199554,125,Cuyahoga,Ohio
10,20,2019,2019-10-20 12:31:30 UTC,,"Progressive Field, Cleveland, OH, US",41.4969525,-81.68412689,22,Cuyahoga,Ohio
11,8,2019,2019-11-08 16:01:06 UTC,,"Downtown, Cleveland, OH, USA",41.49998775,-81.6954343,17,Cuyahoga,Ohio
11,12,2019,2019-11-12 22:36:22 UTC,,"Stanhope Kelloggsville Rd, Pierpont, OH, US",41.74900585,-80.62235808,10,Ashtabula,Ohio
5,27,2017,2017-05-27 21:15:00 UTC,,"Lucas County, OH, USA",41.62819177,-83.18958894,546,Lucas,Ohio
11,19,2019,2019-11-19 12:51:59 UTC,,"Battles Rd, Gates Mills, OH, US",41.55608333,-81.40241167,30,Cuyahoga,Ohio
9,22,2018,2018-09-22 21:48:00 UTC,,"Sandusky County, OH, USA",41.41279722,-83.02229444,8000,Sandusky,Ohio
7,3,2016,2016-07-03 18:39:00 UTC,,"Delaware County, OH, USA",40.1518077,-83.0250795,42,Delaware,Ohio
3,23,2016,2016-03-23 15:05:00 UTC,,"Hudson, OH, USA",41.21618491,-81.41688993,669,Summit,Ohio
2,23,2020,2020-02-23 16:05:00 UTC,,"Athens County, OH, USA",39.42941319,-82.12687106,15,Athens,Ohio
3,2,2020,,,Cincinnati,39.2,-84.46,,Hamilton,Ohio
3,10,2020,2020-03-10 20:26:00 UTC,,"Downtown, Cleveland, OH, USA",41.49739507,-81.68220174,31,Cuyahoga,Ohio
3,12,2020,2020-03-12 23:52:00 UTC,,"CVNP Beaver Marsh, Cuyahoga Falls, OH, USA",41.18749737,-81.58089042,676,Summit,Ohio
3,13,2020,2020-03-13 15:57:33 UTC,Struck a window I think..took it to wildlife rehabilitation. ,"Cuyahoga County, US-OH, US",41.50179539,-81.68806789,,Cuyahoga,Ohio
3,20,2020,2020-03-20 14:19:00 UTC,,"Hancock County, OH, USA",41.01990832,-83.55549404,122,Hancock,Ohio
3,27,2020,2020-03-27 18:28:56 UTC,,"俄亥俄州立大学, 哥伦布, OH, US",40.00531388,-83.01400833,,Franklin,Ohio
3,27,2020,2020-03-27 22:00:00 UTC,,"Virginia Kendall Area, Summit County, OH, USA",41.21301323,-81.52807278,427,Summit,Ohio
